,id,comment,time,corrected_comment,nouns,time_minutes
168,지원이,축구 어디서 하는거예요,2023-03-24 19:59:01,축구 어디서 하는 거예요,"['축구', '거']",11.583
169,개복,뭐야 쏘니 한국이구나,2023-03-24 19:59:05,뭐야 쏘니 한국이구나,"['뭐', '한국']",11.65
170,kim 지민,":red_apple:7시50분부터 방송, TV조선, 쿠팡플레이에서함:red_apple:",2023-03-24 19:59:09,redapple7시 50분부터 방송 TV조선 쿠팡 플레이에서 함 redapple,"['방송', '조선', '쿠팡', '플레이', '함']",11.717
171,gostedkdkdd,:hugging_face::thumbs_up::hugging_face:반가워요 :hugging_face::thumbs_up::hugging_face:,2023-03-24 19:59:11,huggingfacethumbsuphuggingface 반가워요 huggingfacethumbsuphuggingface,[],11.75
172,식스맨TV축구해설,피의서약 이벤트 혜택! 클릭시 식스맨TV채널의 응원이 됩니다! https://afreehp.kr/bc/U5qXmaaZx5akaQ,2023-03-24 19:59:14,피의 서약 이벤트 혜택 클릭 시 식스맨 TV 채널의 응원이 됩니다 httpsafreehpkrbcU5qXmaaZx5akaQ,"['피', '서약', '이벤트', '혜택', '클릭', '시', '식스', '맨', '채널', '응원']",11.8
173,김마야📣,"경기 중계는 ""tv조선"" ""쿠팡플레이""에서",2023-03-24 19:59:15,경기 중계는 tv조선 쿠팡 플레이에서,"['경기', '중계', '조선', '쿠팡', '플레이']",11.817
174,서경원,쏘니 :soccer_ball::soccer_ball::folded_hands::folded_hands::grinning_face_with_big_eyes::grinning_face_with_big_eyes::grinning_face_with_big_eyes::grinning_face_with_big_eyes::grinning_face_with_big_eyes:🇰🇷🇰🇷🇰🇷,2023-03-24 19:59:18,쏘니 soccerballsoccerballfoldedhandsfoldedhandsgrinningfacewithbigeyesgrinningfacewithbigeyesgrinningfacewithbigeyesgrinningfacewithbigeyesgrinningfacewithbigeyes,[],11.867
175,일루왕,아니요. .쏘니는 제 맘속에있는데요,2023-03-24 19:59:22,아니요 쏘니는 제 맘속에 있는데요,"['제', '맘속']",11.933
176,김진규,쏘니 파이팅~,2023-03-24 19:59:32,쏘니 파이팅,['파이팅'],12.1
177,설민욱,네이버론 못봄?,2023-03-24 19:59:34,네이버 론 못 봄,"['네이버', '론', '못', '봄']",12.133
178,소금까치,차막혀서 좀 늦는다네유,2023-03-24 19:59:42,차 막혀서 좀 늦는다네 유,"['차', '좀', '유']",12.267
179,gostedkdkdd,:hugging_face::thumbs_up::hugging_face:,2023-03-24 19:59:50,huggingfacethumbsuphuggingface,[],12.4
180,김태영,우루과이 vs일본은 어찌 될까요,2023-03-24 19:59:54,우루과이 vs 일본은 어찌 될까요,"['우루과이', '일본', '어찌', '요']",12.467
181,Venus,":yt:TV조선, 쿠팡플레이 실시간 보실 수 있습니다",2023-03-24 19:59:59,ytTV 조선 쿠팡 플레이 실시간 보실 수 있습니다,"['조선', '쿠팡', '플레이', '실시간', '수']",12.55
182,한금용,화이팅,2023-03-24 20:00:02,파이팅,['파이팅'],12.6
183,Venus,좋아요~~~ 눌러줘요!!제발~~~~~~:woman_bowing::woman_bowing::woman_bowing:,2023-03-24 20:00:08,좋아요 눌러줘요 제발 womanbowingwomanbowingwomanbowing,['제발'],12.7
184,임형산,수고하십니다,2023-03-24 20:00:09,수고하십니다,['수고'],12.717
185,개복,쏘니민재강인 웅장,2023-03-24 20:00:16,쏘니 민재가 요인 웅장,"['민재', '요인', '웅장']",12.833
186,kim 지민,산체스 :blue_heart:뛰지 왜..벤치..손흥민 이랑 맞대결 보고픈데..,2023-03-24 20:00:22,산체스 blueheart 뛰지 왜 벤치 손흥민 이랑 맞대결 보고픈데,"['산체스', '왜', '벤치', '손흥민', '대결', '보']",12.933
187,이병훈,육봉님을 티비 중계진으로 보냅시다:hand-pink-waving::hand-pink-waving::hand-pink-waving:,2023-03-24 20:00:33,육봉님을 티브이 중계진으로 보냅시다 handpinkwavinghandpinkwavinghandpinkwaving,"['육봉', '티브이', '중계', '진']",13.117
188,💫지란지교를 꿈꾸며ᆢ,:smiling_face_with_sunglasses: 식스님 여기는 문수경기장 ㅡㅡ현장상황 전반 끝나고 전해줄게요 ㅎㅎ,2023-03-24 20:00:40,smilingfacewithsunglasses 식스님 여기는 문수경기장 현장 상황 전반 끝나고 전해줄게요 ,"['식스', '경기장', '현장', '상황', '전반', '전']",13.233
189,노코멘트,티비 몇번에서 하나요?,2023-03-24 20:00:40,티브이 몇 번에서 하나요,"['티브이', '몇', '번', '하나요']",13.233
190,Ben Kim,육하! 새벽4시네요 화이팅,2023-03-24 20:00:40,육아 새벽 4시네요 파이팅,"['육아', '새벽', '파이팅']",13.233
191,일루왕,무슨말일까. .손이만 나오나니. .이게무슨말일까. .으으으모르겠다. .,2023-03-24 20:00:41,무슨 말일까 손이만 나오나니 이게 무슨 말일까 으으으 모르겠다 ,"['무슨', '말', '손', '이', '무슨', '말']",13.25
192,블랙오니,화이팅,2023-03-24 20:00:45,파이팅,['파이팅'],13.317
193,유정숙,안녕하세요~~~,2023-03-24 20:00:47,안녕하세요,[],13.35
194,지땅,"전 필리핀, 캐나다 왔다갔다 하는데...늘 씩스맨님꺼 들으며 베트남 싸이트에서 봐요...^^",2023-03-24 20:00:50,전 필리핀 캐나다 왔다 갔다 하는데 늘 식스맨님 꺼 들으며 베트남 사이트에서 봐요,"['전', '필리핀', '캐나다', '늘', '식스', '맨', '베트남', '사이트']",13.4
195,블랙오니,대한민국!,2023-03-24 20:00:51,대한민국,['대한민국'],13.417
196,나영 최,사랑해,2023-03-24 20:00:59,사랑해,['사랑'],13.55
197,김진규,오늘도 멋진 해설 기대합니다.,2023-03-24 20:01:00,오늘도 멋진 해설 기대합니다,"['오늘', '해설']",13.567
198,재밌는지원이,경기 언제 시작하나요?..,2023-03-24 20:01:01,경기 언제 시작하나요,"['경기', '언제', '시작', '하나요']",13.583
199,스티치원딜,김민재 벤치인가요,2023-03-24 20:01:02,김민재 벤치인가요,"['김민재', '벤치']",13.6
200,우파기사,육쌤 방송 감사합니다,2023-03-24 20:01:03,육쌤 방송 감사합니다,"['쌤', '방송']",13.617
201,김마야📣,선발: 김승규. 김태환. 김영권. 김민재. 김진수. 황인범. 정우영. 정우영. 이재성. 손흥민. 조규성,2023-03-24 20:01:03,선발 김승규 김태환 김영권 김민재 김진수 황인범 정우영 정우영 이재성 손흥민 조규성,"['선발', '김승규', '김태환', '김영권', '김민재', '김진수', '황인', '범', '정우영', '정우영', '이재성', '손흥민', '규']",13.617
202,아싸~TV,좋아요 구독은 기본 입니다 :red_heart::orange_heart::yellow_heart:,2023-03-24 20:01:06,좋아요 구독은 기본입니다 redheartorangeheartyellowheart,"['구독', '기본']",13.667
203,김영관,사우디 경유나 카타르경유,2023-03-24 20:01:06,사우디 경유나 카타르 경유,"['사우디', '경유', '카타르', '경유']",13.667
204,김태영,팔카오 하메스 선발인가요,2023-03-24 20:01:09,팔카오 하메스 선발인가요,"['팔카오', '하메스', '선발']",13.717
205,발라언니’s 뷰티채널,언제 시작해요,2023-03-24 20:01:11,언제 시작해요,"['언제', '시작']",13.75
206,EY,tv에는 안나오나요!???,2023-03-24 20:01:17,tv에는 안 나오나요,['안'],13.85
